InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Location,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply
INT0831,Banking & Financial Services Intern,HDFC Bank is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"Finance, Excel, Risk Analysis",12th Pass,Jaipur,Offline,3 Months,Gujarati,2010,"Tally, Power BI","Rural Outreach, Government Scheme Aligned",Beginner,20-08-26
INT0832,Travel & Hospitality Intern,MakeMyTrip is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Bangalore,Online,2 Months,Tamil,3026,"MS Office, CRM","Government Scheme Aligned, Paid Internship",Beginner,26-04-26
INT0833,"Oil, Gas & Energy Intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"Data Analysis, AutoCAD, MS Excel",12th Pass,Ahmedabad,Hybrid,4 Months,Hindi,4166,"MATLAB, SCADA","Remote Friendly, Beginner Friendly",Intermediate,15-02-26
INT0834,Travel & Hospitality Intern,"Join IRCTC as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",UG,Gopalganj,Offline,5 Months,Gujarati,5998,"MS Office, CRM","Rural Outreach, Remote Friendly",Beginner,05-05-26
INT0835,Travel & Hospitality Intern,"Join Ministry of Tourism as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Pune,Offline,5 Months,English,6134,"MS Office, CRM","Rural Outreach, Remote Friendly",Intermediate,20-04-26
INT0836,Travel & Hospitality Intern,MakeMyTrip is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"Customer Service, Event Planning, Communication",Diploma,Bangalore,Hybrid,4 Months,Tamil,11716,"MS Office, CRM","Rural Outreach, Government Scheme Aligned",Intermediate,04-03-26
INT0837,Agriculture & Allied Intern,"As a Agriculture & Allied Intern at NABARD, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Agriculture & Allied,General,"Field Research, Soil Testing, Crop Monitoring",PG,Delhi,Hybrid,4 Months,Bengali,8677,"GIS Tools, MS Excel","Beginner Friendly, Paid Internship",Beginner,21-07-26
INT0838,"Oil, Gas & Energy Intern","As a Oil, Gas & Energy Intern at Indian Oil, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Oil, Gas & Energy",General,"Data Analysis, AutoCAD, MS Excel",12th Pass,Mumbai,Hybrid,3 Months,Bengali,11237,"MATLAB, SCADA","Government Scheme Aligned, Paid Internship",Advanced,28-06-26
INT0839,"Education, Media & Entertainment Intern","Zee Entertainment is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",Diploma,Delhi,Hybrid,4 Months,English,12667,"Adobe Premiere, Canva","Government Scheme Aligned, Remote Friendly",Beginner,01-07-26
INT0840,IT & Software / Tech Intern,"As a IT & Software / Tech Intern at Infosys, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",Diploma,Pune,Online,1 Months,Marathi,3252,"VS Code, GitHub","Government Scheme Aligned, Rural Outreach",Beginner,26-05-26
INT0841,Healthcare Intern,"As a Healthcare Intern at AIIMS, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Healthcare,General,"Patient Care, Data Entry, Lab Assistance",12th Pass,Jaipur,Hybrid,6 Months,Gujarati,3794,"MS Excel, EHR","Rural Outreach, Government Scheme Aligned",Advanced,11-11-25
INT0842,"Oil, Gas & Energy Intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"Data Analysis, AutoCAD, MS Excel",12th Pass,Ahmedabad,Offline,3 Months,Hindi,7027,"MATLAB, SCADA","Rural Outreach, Government Scheme Aligned",Advanced,31-03-26
INT0843,Agriculture & Allied Intern,NABARD is offering a Agriculture & Allied Intern position to support ongoing operations. A great chance to develop essential skills.,Agriculture & Allied,General,"Field Research, Soil Testing, Crop Monitoring",PG,Khandwa,Offline,3 Months,English,3264,"GIS Tools, MS Excel","Remote Friendly, Paid Internship",Beginner,03-01-26
INT0844,Automotive Intern,"Join Tata Motors as a Automotive Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Automotive,General,"Mechanical Design, CAD, Quality Testing",UG,Pune,Offline,1 Months,Marathi,7803,"SolidWorks, AutoCAD","Government Scheme Aligned, Rural Outreach",Intermediate,25-04-26
INT0845,Banking & Financial Services Intern,"As a Banking & Financial Services Intern at ICICI Bank, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"Finance, Excel, Risk Analysis",UG,Delhi,Offline,1 Months,Tamil,3542,"Tally, Power BI","Beginner Friendly, Government Scheme Aligned",Advanced,19-11-25
INT0846,"Education, Media & Entertainment Intern","Byju's is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",Diploma,Barpeta,Offline,3 Months,Gujarati,9211,"Adobe Premiere, Canva","Rural Outreach, Remote Friendly",Advanced,04-11-25
INT0847,Telecom / Retail / Consumer Durables / Misc Intern,"Join Reliance Jio as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"Sales, Networking, Customer Handling",PG,Wardha,Offline,4 Months,Marathi,253,"CRM, MS Excel","Government Scheme Aligned, Rural Outreach",Intermediate,11-12-25
INT0848,IT & Software / Tech Intern,"As a IT & Software / Tech Intern at Infosys, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",UG,Kolkata,Hybrid,2 Months,Marathi,4799,"VS Code, GitHub","Government Scheme Aligned, Beginner Friendly",Beginner,29-08-26
INT0849,Automotive Intern,Mahindra & Mahindra is offering a Automotive Intern position to support ongoing operations. A great chance to develop essential skills.,Automotive,General,"Mechanical Design, CAD, Quality Testing",Diploma,Jaipur,Hybrid,3 Months,Gujarati,4996,"SolidWorks, AutoCAD","Paid Internship, Rural Outreach",Beginner,29-12-25
INT0850,IT & Software / Tech Intern,"Join TCS as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",PG,Hyderabad,Hybrid,3 Months,Bengali,12328,"VS Code, GitHub","Paid Internship, Government Scheme Aligned",Advanced,30-10-25
INT0851,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at IRCTC, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Mumbai,Hybrid,4 Months,English,3339,"MS Office, CRM","Paid Internship, Government Scheme Aligned",Advanced,09-04-26
INT0852,Manufacturing & Industrial / Metals & Mining Intern,Tata Steel is offering a Manufacturing & Industrial / Metals & Mining Intern position to support ongoing operations. A great chance to develop essential skills.,Manufacturing & Industrial / Metals & Mining,General,"Production Planning, Inventory, CAD",12th Pass,Gopalganj,Offline,2 Months,Hindi,9901,"SAP, AutoCAD","Beginner Friendly, Rural Outreach",Beginner,15-04-26
INT0853,Travel & Hospitality Intern,MakeMyTrip is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Bangalore,Offline,4 Months,Bengali,12593,"MS Office, CRM","Paid Internship, Rural Outreach",Intermediate,13-08-26
INT0854,Automotive Intern,"Join Tata Motors as a Automotive Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Automotive,General,"Mechanical Design, CAD, Quality Testing",12th Pass,Jaipur,Online,4 Months,Gujarati,2499,"SolidWorks, AutoCAD","Rural Outreach, Government Scheme Aligned",Beginner,01-01-26
INT0855,Banking & Financial Services Intern,SBI is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"Finance, Excel, Risk Analysis",12th Pass,Jaipur,Online,5 Months,Bengali,7788,"Tally, Power BI","Rural Outreach, Remote Friendly",Advanced,02-12-25
INT0856,IT & Software / Tech Intern,Wipro is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"Python, JavaScript, React, SQL",PG,Bangalore,Hybrid,2 Months,English,10982,"VS Code, GitHub","Remote Friendly, Beginner Friendly",Beginner,20-06-26
INT0857,Healthcare Intern,"Join AIIMS as a Healthcare Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Healthcare,General,"Patient Care, Data Entry, Lab Assistance",PG,Kolkata,Offline,5 Months,Bengali,13955,"MS Excel, EHR","Paid Internship, Rural Outreach",Advanced,07-05-26
INT0858,Telecom / Retail / Consumer Durables / Misc Intern,"As a Telecom / Retail / Consumer Durables / Misc Intern at Reliance Jio, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Telecom / Retail / Consumer Durables / Misc,General,"Sales, Networking, Customer Handling",12th Pass,Hyderabad,Offline,2 Months,Bengali,523,"CRM, MS Excel","Remote Friendly, Government Scheme Aligned",Advanced,09-02-26
INT0859,Manufacturing & Industrial / Metals & Mining Intern,"Join Tata Steel as a Manufacturing & Industrial / Metals & Mining Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Manufacturing & Industrial / Metals & Mining,General,"Production Planning, Inventory, CAD",PG,Ahmedabad,Hybrid,3 Months,Hindi,10778,"SAP, AutoCAD","Beginner Friendly, Paid Internship",Intermediate,28-12-25
INT0860,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at IRCTC, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",PG,Pune,Hybrid,2 Months,Hindi,2718,"MS Office, CRM","Rural Outreach, Remote Friendly",Advanced,21-07-26
INT0861,Banking & Financial Services Intern,"Join SBI as a Banking & Financial Services Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Banking & Financial Services,General,"Finance, Excel, Risk Analysis",PG,Kolkata,Hybrid,5 Months,Marathi,11179,"Tally, Power BI","Remote Friendly, Rural Outreach",Intermediate,21-10-25
INT0862,Agriculture & Allied Intern,"Join Krishi Vigyan Kendra as a Agriculture & Allied Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Agriculture & Allied,General,"Field Research, Soil Testing, Crop Monitoring",12th Pass,Dholpur,Online,4 Months,Hindi,10156,"GIS Tools, MS Excel","Beginner Friendly, Paid Internship",Advanced,23-12-25
INT0863,Banking & Financial Services Intern,HDFC Bank is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"Finance, Excel, Risk Analysis",12th Pass,Khandwa,Online,5 Months,Marathi,3382,"Tally, Power BI","Government Scheme Aligned, Remote Friendly",Advanced,12-12-25
INT0864,"Oil, Gas & Energy Intern","As a Oil, Gas & Energy Intern at Tata Power, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Oil, Gas & Energy",General,"Data Analysis, AutoCAD, MS Excel",UG,Hyderabad,Offline,6 Months,English,7781,"MATLAB, SCADA","Paid Internship, Beginner Friendly",Beginner,18-07-26
INT0865,IT & Software / Tech Intern,"Join TCS as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",UG,Chennai,Hybrid,5 Months,English,8851,"VS Code, GitHub","Paid Internship, Remote Friendly",Intermediate,04-09-26
INT0866,Travel & Hospitality Intern,"As a Travel & Hospitality Intern at Ministry of Tourism, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Travel & Hospitality,General,"Customer Service, Event Planning, Communication",12th Pass,Ahmedabad,Hybrid,5 Months,Tamil,13305,"MS Office, CRM","Paid Internship, Beginner Friendly",Advanced,23-11-25
INT0867,IT & Software / Tech Intern,Wipro is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"Python, JavaScript, React, SQL",12th Pass,Wardha,Hybrid,2 Months,Gujarati,11177,"VS Code, GitHub","Beginner Friendly, Government Scheme Aligned",Advanced,25-01-26
INT0868,"Education, Media & Entertainment Intern","As a Education, Media & Entertainment Intern at Zee Entertainment, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",Diploma,Ahmedabad,Offline,6 Months,Hindi,13238,"Adobe Premiere, Canva","Beginner Friendly, Rural Outreach",Intermediate,22-12-25
INT0869,IT & Software / Tech Intern,Infosys is offering a IT & Software / Tech Intern position to support ongoing operations. A great chance to develop essential skills.,IT & Software / Tech,General,"Python, JavaScript, React, SQL",12th Pass,Pune,Hybrid,4 Months,English,10066,"VS Code, GitHub","Beginner Friendly, Paid Internship",Beginner,10-04-26
INT0870,Manufacturing & Industrial / Metals & Mining Intern,"As a Manufacturing & Industrial / Metals & Mining Intern at Tata Steel, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"Production Planning, Inventory, CAD",PG,Kolkata,Online,3 Months,English,10147,"SAP, AutoCAD","Rural Outreach, Remote Friendly",Intermediate,27-07-26
INT0871,"Education, Media & Entertainment Intern","Zee Entertainment is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"Content Writing, Video Editing, Communication",12th Pass,Kolkata,Online,6 Months,Marathi,14782,"Adobe Premiere, Canva","Rural Outreach, Paid Internship",Advanced,16-04-26
INT0872,IT & Software / Tech Intern,"As a IT & Software / Tech Intern at TCS, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",IT & Software / Tech,General,"Python, JavaScript, React, SQL",12th Pass,Barpeta,Offline,6 Months,Hindi,12651,"VS Code, GitHub","Paid Internship, Beginner Friendly",Advanced,13-06-26
