InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply,City,State
INT0956,"oil, gas & energy intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Ug,Hybrid,2 Months,Marathi,3437,"matlab, scada","remote friendly, government scheme aligned",Intermediate,24-10-25,Delhi,unknown
INT0957,manufacturing & industrial / metals & mining intern,"As a Manufacturing & Industrial / Metals & Mining Intern at Tata Steel, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",12Th Pass,Online,6 Months,Bengali,12670,"sap, autocad","remote friendly, paid internship",Advanced,25-06-26,Khandwa,unknown
INT0958,travel & hospitality intern,IRCTC is offering a Travel & Hospitality Intern position to support ongoing operations. A great chance to develop essential skills.,Travel & Hospitality,General,"customer service, event planning, communication",Pg,Hybrid,6 Months,Hindi,4122,"ms office, crm","government scheme aligned, remote friendly",Intermediate,01-06-26,Kolkata,unknown
INT0959,travel & hospitality intern,"Join MakeMyTrip as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",Ug,Hybrid,3 Months,Bengali,4498,"ms office, crm","rural outreach, government scheme aligned",Intermediate,20-03-26,Delhi,unknown
INT0960,automotive intern,"Join Tata Motors as a Automotive Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Automotive,General,"mechanical design, cad, quality testing",Ug,Offline,3 Months,Gujarati,9434,"solidworks, autocad","paid internship, remote friendly",Intermediate,28-01-26,Chennai,unknown
INT0961,banking & financial services intern,"As a Banking & Financial Services Intern at HDFC Bank, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"finance, excel, risk analysis",Diploma,Online,4 Months,Tamil,12606,"tally, power bi","paid internship, rural outreach",Beginner,19-12-25,Jaipur,unknown
INT0962,it & software / tech intern,"Join Wipro as a IT & Software / Tech Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",IT & Software / Tech,General,"python, javascript, react, sql",Diploma,Hybrid,6 Months,Hindi,937,"vs code, github","rural outreach, government scheme aligned",Advanced,06-06-26,Chennai,unknown
INT0963,"education, media & entertainment intern","Doordarshan is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",12Th Pass,Online,5 Months,Tamil,598,"adobe premiere, canva","paid internship, beginner friendly",Advanced,27-11-25,Chennai,unknown
INT0964,travel & hospitality intern,"Join Ministry of Tourism as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",Diploma,Hybrid,4 Months,Tamil,10765,"ms office, crm","government scheme aligned, paid internship",Intermediate,17-06-26,Wardha,unknown
INT0965,travel & hospitality intern,"Join IRCTC as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",Pg,Hybrid,1 Months,Hindi,2309,"ms office, crm","paid internship, rural outreach",Intermediate,09-09-26,Dholpur,unknown
INT0966,banking & financial services intern,HDFC Bank is offering a Banking & Financial Services Intern position to support ongoing operations. A great chance to develop essential skills.,Banking & Financial Services,General,"finance, excel, risk analysis",Ug,Online,4 Months,Marathi,5760,"tally, power bi","paid internship, remote friendly",Intermediate,05-07-26,Chennai,unknown
INT0967,travel & hospitality intern,"Join IRCTC as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",12Th Pass,Hybrid,4 Months,Tamil,5427,"ms office, crm","government scheme aligned, beginner friendly",Intermediate,27-12-25,Wardha,unknown
INT0968,banking & financial services intern,"As a Banking & Financial Services Intern at HDFC Bank, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"finance, excel, risk analysis",Pg,Hybrid,2 Months,English,11938,"tally, power bi","government scheme aligned, beginner friendly",Advanced,06-08-26,Delhi,unknown
INT0969,agriculture & allied intern,NABARD is offering a Agriculture & Allied Intern position to support ongoing operations. A great chance to develop essential skills.,Agriculture & Allied,General,"field research, soil testing, crop monitoring",Ug,Hybrid,2 Months,Tamil,528,"gis tools, ms excel","government scheme aligned, paid internship",Advanced,24-07-26,Hyderabad,unknown
INT0970,"education, media & entertainment intern","Doordarshan is offering a Education, Media & Entertainment Intern position to support ongoing operations. A great chance to develop essential skills.","Education, Media & Entertainment",General,"content writing, video editing, communication",Diploma,Online,3 Months,English,11415,"adobe premiere, canva","paid internship, rural outreach",Beginner,05-02-26,Gopalganj,unknown
INT0971,healthcare intern,"Join AIIMS as a Healthcare Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Healthcare,General,"patient care, data entry, lab assistance",Pg,Online,6 Months,Gujarati,13974,"ms excel, ehr","paid internship, rural outreach",Intermediate,29-10-25,Koraput,unknown
INT0972,telecom / retail / consumer durables / misc intern,Big Bazaar is offering a Telecom / Retail / Consumer Durables / Misc Intern position to support ongoing operations. A great chance to develop essential skills.,Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",12Th Pass,Hybrid,4 Months,Gujarati,9104,"crm, ms excel","rural outreach, paid internship",Beginner,22-11-25,Barpeta,unknown
INT0973,"oil, gas & energy intern","Join Tata Power as a Oil, Gas & Energy Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Diploma,Offline,4 Months,Hindi,9878,"matlab, scada","beginner friendly, rural outreach",Intermediate,22-03-26,Bangalore,unknown
INT0974,travel & hospitality intern,"Join Ministry of Tourism as a Travel & Hospitality Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Travel & Hospitality,General,"customer service, event planning, communication",12Th Pass,Offline,1 Months,Marathi,2028,"ms office, crm","paid internship, beginner friendly",Intermediate,08-11-25,Jaipur,unknown
INT0975,telecom / retail / consumer durables / misc intern,"Join Big Bazaar as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Diploma,Offline,1 Months,English,10963,"crm, ms excel","remote friendly, beginner friendly",Intermediate,21-08-26,Hyderabad,unknown
INT0976,telecom / retail / consumer durables / misc intern,"As a Telecom / Retail / Consumer Durables / Misc Intern at Reliance Jio, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Ug,Online,1 Months,Gujarati,10592,"crm, ms excel","rural outreach, government scheme aligned",Advanced,15-02-26,Tehri Garhwal,unknown
INT0977,manufacturing & industrial / metals & mining intern,"Join Tata Steel as a Manufacturing & Industrial / Metals & Mining Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Manufacturing & Industrial / Metals & Mining,General,"production planning, inventory, cad",Diploma,Hybrid,4 Months,Hindi,11510,"sap, autocad","beginner friendly, government scheme aligned",Intermediate,04-08-26,Mumbai,unknown
INT0978,telecom / retail / consumer durables / misc intern,Airtel is offering a Telecom / Retail / Consumer Durables / Misc Intern position to support ongoing operations. A great chance to develop essential skills.,Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Ug,Offline,4 Months,Hindi,3887,"crm, ms excel","beginner friendly, government scheme aligned",Beginner,01-09-26,Pune,unknown
INT0979,telecom / retail / consumer durables / misc intern,"As a Telecom / Retail / Consumer Durables / Misc Intern at Airtel, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Diploma,Hybrid,1 Months,Gujarati,6663,"crm, ms excel","government scheme aligned, beginner friendly",Intermediate,09-03-26,Chennai,unknown
INT0980,telecom / retail / consumer durables / misc intern,"Join Reliance Jio as a Telecom / Retail / Consumer Durables / Misc Intern, assisting on real-world projects. Gain hands-on experience and practical exposure.",Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Diploma,Hybrid,5 Months,Hindi,3199,"crm, ms excel","remote friendly, beginner friendly",Intermediate,22-04-26,Kolkata,unknown
INT0981,healthcare intern,Apollo Hospitals is offering a Healthcare Intern position to support ongoing operations. A great chance to develop essential skills.,Healthcare,General,"patient care, data entry, lab assistance",Ug,Offline,6 Months,Marathi,12713,"ms excel, ehr","government scheme aligned, beginner friendly",Intermediate,22-02-26,Bastar,unknown
INT0982,banking & financial services intern,"As a Banking & Financial Services Intern at ICICI Bank, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Banking & Financial Services,General,"finance, excel, risk analysis",Diploma,Hybrid,4 Months,Gujarati,4113,"tally, power bi","government scheme aligned, rural outreach",Intermediate,25-12-25,Mumbai,unknown
INT0983,"oil, gas & energy intern","As a Oil, Gas & Energy Intern at Tata Power, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.","Oil, Gas & Energy",General,"data analysis, autocad, ms excel",Pg,Offline,4 Months,Gujarati,4471,"matlab, scada","beginner friendly, remote friendly",Intermediate,27-02-26,Bangalore,unknown
INT0984,healthcare intern,"As a Healthcare Intern at AIIMS, you'll learn and contribute to impactful initiatives. Ideal for motivated learners.",Healthcare,General,"patient care, data entry, lab assistance",Diploma,Online,4 Months,English,13703,"ms excel, ehr","remote friendly, paid internship",Advanced,08-01-26,Pune,unknown
INT0985,telecom / retail / consumer durables / misc intern,Airtel is offering a Telecom / Retail / Consumer Durables / Misc Intern position to support ongoing operations. A great chance to develop essential skills.,Telecom / Retail / Consumer Durables / Misc,General,"sales, networking, customer handling",Pg,Hybrid,6 Months,Tamil,445,"crm, ms excel","paid internship, beginner friendly",Intermediate,14-11-25,Bangalore,unknown
